income,debt,credit_score,employment_years,credit_limit,credit_used,default
85342,12284,702,7.2,5139,5139,0
43873,21812,442,1.9,5615,4086,1
35824,13090,594,0.3,12381,12381,0
91987,11229,711,0.3,19148,7597,0
32125,13998,608,0.2,69573,6140,0
21056,8241,777,2.1,19678,2478,0
19265,10152,709,5.1,4362,4362,0
70517,2518,579,0.9,5784,5448,0
22737,29114,653,4.2,48774,2419,0
140488,16967,561,4.6,8518,3778,0
14057,7196,632,1.2,10232,4233,0
135655,61022,595,3.7,5053,5053,1
55637,14323,767,4.6,29601,1006,0
46257,5832,850,2.5,14048,4351,0
35350,26513,507,1.6,5755,3500,1
62285,18369,458,3.9,4936,4823,1
47926,18318,625,15.2,12272,12272,0
95033,9503,498,2.2,10208,10208,1
52498,19156,655,2.0,17720,9050,0
53647,10836,725,2.5,14514,1618,0
39412,20843,799,0.3,8224,3602,0
47374,2910,670,3.2,6764,6764,0
58964,9442,631,1.6,8849,7593,0
17569,52983,452,0.5,6731,6731,1
21831,7233,653,2.5,9035,4502,0
76570,8241,657,0.0,10012,3543,0
54313,9336,714,2.1,5279,5279,0
43897,5055,579,0.4,15390,5181,0
49566,2283,606,0.1,7637,1968,0
60388,11109,502,7.0,5490,5490,1
35459,14894,421,9.9,7738,1279,1
30731,12810,539,0.9,11726,212,0
55133,11898,493,3.1,10489,9823,1
27255,13828,684,1.3,13300,11155,0
62627,30281,598,2.7,18561,7134,0
17649,11472,596,2.3,24673,1522,0
90898,8440,552,1.3,12086,4661,0
65092,10669,327,4.8,4682,3826,1
57160,21237,801,0.5,8198,3030,0
88399,41341,550,0.2,4900,4900,1
133157,8083,609,5.8,32461,1916,0
90095,14460,505,4.4,39782,6532,0
16244,17513,747,2.8,15603,14395,0
22748,6039,664,2.5,18050,6928,0
33695,13580,567,2.8,11798,11798,1
49794,4136,611,2.3,12788,8163,0
66876,3245,818,2.0,3235,3235,0
31715,17915,643,2.8,9398,6837,0
54834,9827,632,3.0,5341,5341,0
31156,15706,556,4.7,12052,3474,0
33965,13170,461,5.0,9493,1523,1
21078,6117,634,1.9,38668,11599,0
28171,12885,683,2.1,18801,13983,0
21785,4982,760,1.9,12078,6166,0
27295,40651,425,3.1,8210,3000,1
92243,4515,537,2.4,31991,1210,0
27733,11423,592,8.8,9692,5309,0
237858,5803,650,4.8,12484,1460,0
65906,21085,635,9.2,10194,1287,0
54770,10248,638,4.9,7458,4824,0
29290,8823,691,14.2,10153,2472,0
74622,26438,560,4.0,2506,2506,1
34704,13678,743,13.2,3350,3350,0
52744,20198,693,0.7,12642,2847,0
227761,6093,618,0.2,29665,1060,0
46275,4342,810,3.5,12629,2281,0
97691,14556,806,16.4,5977,2358,0
32148,10352,743,2.2,3605,1631,0
48002,22052,348,1.0,17140,3655,1
141844,12532,808,2.9,6654,1750,0
33652,15742,729,4.2,15526,4241,0
145433,3646,850,1.5,13003,6102,0
74956,60521,774,5.0,13833,2337,0
34980,11715,808,14.8,10133,7207,0
71643,23343,738,9.1,12946,1443,0
87863,6844,785,1.4,9103,1806,0
71188,17093,849,1.6,6344,4439,0
19108,4711,672,1.9,5042,5042,0
31689,19181,493,2.0,1864,1864,1
42255,10049,619,0.4,8719,8719,0
46880,13675,689,5.7,28669,3502,0
71140,23351,657,1.8,16499,4382,0
54536,4984,525,8.5,11607,1940,0
22000,7726,487,10.5,5921,1590,1
61582,19261,576,0.1,19893,6037,0
70711,71580,731,17.9,9104,2445,0
68588,11963,808,5.0,29806,14900,0
93758,21438,742,2.9,4980,1318,0
80850,12264,756,2.0,5855,5855,0
64570,63183,642,2.9,5469,1988,0
47000,3302,476,1.6,3507,2349,1
18096,14410,604,3.9,5136,5136,1
63435,3639,624,0.4,10639,2675,0
55526,1799,600,3.9,6012,3090,0
57696,16949,655,1.3,665,665,0
22787,14937,694,0.1,20994,20994,0
25626,10637,735,3.2,3045,2819,0
92216,12272,622,3.5,14950,5148,0
47871,159315,460,2.2,10116,4098,1
73784,10867,602,0.3,43572,5999,0
49861,20092,654,9.0,19888,2826,0
49904,7947,772,3.8,6952,4102,0
86075,16919,593,0.5,6054,6054,0
35968,11041,701,2.9,28337,2260,0
51931,9620,679,2.8,3522,3522,0
37147,57246,654,0.2,11312,11312,1
37771,34260,743,3.7,9029,8483,0
40721,14904,584,6.6,7783,5234,0
56010,2115,592,5.5,12676,333,0
36782,10009,649,0.9,11302,7200,0
104136,116125,586,7.9,13632,3456,1
28659,11109,701,1.7,10908,3938,0
43821,32292,579,11.7,13258,891,0
37653,42343,673,0.3,10566,7664,0
116796,15917,640,2.7,6238,1334,0
55157,6813,671,3.6,9925,5468,0
91045,1904,604,1.1,6002,6002,0
20104,23094,616,5.9,5732,3222,1
57540,6962,660,3.9,7822,7822,0
83598,15381,670,0.1,9103,2509,0
51502,4915,650,3.7,10144,8437,0
92901,10805,821,2.7,18797,1519,0
35941,13725,551,0.9,6982,6982,1
114189,16562,644,21.8,11359,10812,0
194724,5476,493,9.1,10750,7491,1
39431,34805,687,1.4,6464,3450,0
37523,8287,538,3.1,10421,1392,0
117246,3500,622,1.5,19968,3458,0
126468,12244,613,6.0,11277,11277,0
35821,13732,678,10.7,11598,5525,0
38097,15191,595,1.8,6041,1215,0
41396,39724,590,6.6,39269,1786,0
21880,11057,794,2.8,6286,6286,0
28249,12141,678,2.0,3080,3080,0
26836,5527,594,11.1,18072,1619,0
30925,25757,625,2.9,9133,1003,0
48011,15482,815,2.5,8005,2800,0
56417,9547,626,4.5,6756,929,0
124281,2911,581,1.2,36688,4272,0
26930,42427,582,1.6,12685,12685,1
88485,5003,595,10.8,14542,1168,0
43114,8325,591,4.5,11090,4157,0
47587,17795,522,7.0,11957,11957,1
73489,5129,538,1.3,26345,9645,0
24993,4045,567,3.1,8303,4299,0
61663,2443,709,14.2,3569,3569,0
54169,23785,612,1.5,18172,1737,0
65872,8637,629,0.7,14012,3863,0
58308,138943,777,2.9,10674,6119,1
213882,6030,780,2.0,13760,13288,0
33435,6392,622,0.7,7635,2813,0
35646,8499,587,8.8,10042,4143,0
33729,16228,564,18.7,9026,2092,0
35127,9171,719,3.4,6542,6020,0
33442,21804,630,6.0,22752,9951,0
100048,6107,611,7.8,3683,3683,0
114956,4424,569,4.8,51669,1714,0
34806,3170,573,0.2,18291,5609,0
29750,2256,682,0.7,2851,2672,0
65046,8827,518,0.3,8460,8460,1
35195,10501,749,0.0,8796,4251,0
71665,8061,597,1.5,13021,1252,0
55368,36124,635,2.0,4951,4033,0
19743,35683,516,1.1,10122,7425,1
124058,10221,649,0.3,9093,6122,0
143994,3181,617,3.0,5906,3101,0
33939,8490,645,1.3,5358,2902,0
38847,8268,797,6.4,18829,2021,0
58193,7897,668,0.0,3018,3018,0
59915,7645,571,7.4,13829,2275,0
72775,7921,579,12.4,17296,11767,0
163754,9806,710,5.0,8493,2184,0
44083,8035,780,5.3,10267,5487,0
30364,15783,678,10.8,22347,5161,0
21427,17824,719,0.9,6043,6043,0
31617,6448,711,20.9,6495,6495,0
48056,36933,792,5.9,6996,6996,0
143880,6099,455,5.2,22376,6752,1
35934,3662,717,1.8,24455,1913,0
56065,18117,748,3.2,3725,1878,0
48540,6947,516,4.2,20018,2296,0
100011,17275,561,3.9,17557,9669,0
223275,1953,565,4.9,29364,5250,0
35649,40699,577,0.3,12959,10741,1
36546,22876,602,1.8,9595,9595,1
91720,4022,674,2.3,22063,2557,0
73802,4093,737,1.2,16143,5059,0
148453,50910,758,0.8,47640,4858,0
69589,7406,566,0.6,19363,3659,0
39515,6854,566,1.8,11020,3037,0
69870,2180,782,2.7,4351,4351,0
95342,10091,715,0.3,6590,5150,0
80201,11135,658,11.7,3622,3622,0
66461,23680,697,5.8,8514,2386,0
92967,4362,647,5.2,18925,9024,0
98872,3959,702,0.8,9872,1989,0
112341,19164,616,3.7,20236,7401,0
72347,29893,677,3.0,12535,7586,0
44344,3801,499,16.2,7464,3391,0
53532,31736,581,5.5,10523,6541,1
101104,13767,582,3.4,13773,5809,0
30027,31998,613,7.6,10910,4744,1
61157,12630,557,0.7,10998,4972,0
38716,1776,597,0.1,5777,5196,0
49874,11830,499,4.7,7309,5524,1
105564,31198,705,0.4,48094,5189,0
54976,6535,642,0.5,23387,1820,0
50406,9795,479,5.5,3527,3527,1
21679,11604,567,1.3,1888,1888,1
76707,1313,684,4.0,10439,5365,0
72207,50873,596,10.0,18498,11596,1
179504,6496,580,1.5,6878,6878,0
40755,20022,643,1.0,20235,2245,0
55910,12464,684,0.5,10319,4230,0
56933,36538,506,0.6,8830,3714,1
126307,18487,705,0.3,16802,4896,0
46297,11071,570,0.4,6820,4902,0
57954,6537,648,2.3,8097,8097,0
70597,25293,646,1.5,15821,5765,0
54829,2985,597,4.9,9682,9682,0
37502,22398,548,8.2,37652,6105,0
55075,5546,621,6.1,16086,2327,0
93356,36382,813,3.0,15370,3227,0
26479,15200,514,0.4,9560,8463,1
53092,22366,819,4.9,18257,1150,0
32207,14265,624,1.8,7896,1464,0
100411,3288,654,0.4,12060,4962,0
19655,6710,541,7.4,5211,5211,1
35054,22878,573,1.7,20488,15936,1
61471,15265,600,1.0,12130,4042,0
125406,34365,545,8.2,39647,12769,0
47125,18446,629,9.3,52818,5245,0
35132,6165,609,1.7,16887,1239,0
151554,7067,835,1.8,10383,4879,0
20562,14506,533,3.5,5104,2816,1
13105,2098,660,5.3,18645,11231,0
63832,50958,675,0.3,11467,4803,0
36271,19023,543,3.6,14424,1556,0
26563,35654,719,12.2,33218,1274,0
74983,3773,610,1.2,5558,4823,0
56743,36158,401,9.6,5182,557,1
34946,79634,716,12.0,8388,3083,1
22739,4644,538,1.3,17586,6051,0
82741,24763,545,5.6,14595,1898,0
72412,13372,719,1.1,5287,5287,0
46189,3883,615,5.4,16808,14356,0
148447,19817,742,6.4,4269,1968,0
25795,26027,771,1.1,5506,3758,0
19627,8259,586,5.0,9129,9129,1
32366,33953,729,6.7,6718,4909,0
47698,3521,574,1.8,18452,1401,0
56727,4041,850,0.7,12094,4320,0
42415,14902,581,0.4,34060,2281,0
60551,13634,753,3.4,8325,8325,0
23134,7531,734,15.3,9086,8479,0
116571,25532,682,6.9,23093,3706,0
46663,20429,583,2.3,9287,5586,0
95834,26543,635,3.1,28164,1514,0
60212,12106,435,1.3,14452,2494,1
64476,21635,672,0.7,1907,1907,0
69000,9353,685,2.6,22568,5157,0
64127,69082,663,2.5,18749,11351,0
72087,6974,353,3.0,19263,6056,1
108824,71987,523,12.2,2598,2598,1
55156,13738,575,3.7,6222,813,0
75012,4445,679,3.7,6554,4149,0
46451,39913,679,0.5,5493,5493,0
116317,14775,633,22.6,33502,11621,0
32668,26394,714,5.9,9816,9816,0
144432,35564,547,8.4,9647,4885,0
47854,17507,711,2.1,14565,3031,0
20776,8318,697,2.8,14743,1950,0
52937,29161,688,3.0,959,959,0
32577,13368,632,0.9,6295,6295,0
81177,23125,833,4.7,3681,3681,0
33138,2385,699,9.3,13098,4629,0
37507,19103,553,0.7,8085,7765,1
15776,8015,675,0.4,10004,5587,0
37370,50144,725,5.4,2310,2310,0
11449,21993,591,1.3,7967,7967,1
18952,16186,759,3.9,21603,1883,0
77362,19713,688,4.8,26545,6287,0
78549,6010,416,1.6,16370,1094,1
63277,48952,680,6.8,3886,3886,0
27442,65716,609,3.2,23899,8467,1
47637,18294,704,8.1,16429,1507,0
48915,47683,744,5.8,9118,3378,0
24465,8473,670,8.1,2398,2398,0
120818,7061,817,0.1,19293,6066,0
82985,13804,632,1.1,6539,3825,0
42934,18920,712,0.4,12611,1711,0
49818,9748,730,2.3,10382,4682,0
55549,20542,640,8.8,29053,1111,0
14400,17071,728,2.5,9066,3986,0
42264,6011,591,7.6,9793,3304,0
32559,20232,608,1.6,29883,4355,0
26877,26657,519,1.7,6243,2971,1
41413,15324,674,9.0,17501,1265,0
144150,33595,683,2.2,8612,3534,0
72006,5045,768,6.2,4906,4906,0
34797,19426,729,1.1,9905,9905,0
69117,5238,622,11.9,16062,16062,0
113506,5479,532,3.4,25530,22527,1
85373,8065,693,5.7,27786,1674,0
50806,6288,761,0.4,8052,3403,0
33251,8618,726,2.7,4959,4815,0
74528,11256,758,9.3,7918,4551,0
62075,26101,629,8.4,4328,4328,0
83878,10333,603,0.2,8500,8500,0
71761,3757,576,1.4,7792,1856,0
92017,33258,644,2.3,16469,2586,0
35556,6839,642,0.8,2113,2113,0
108059,12747,671,5.2,5922,2823,0
55191,19096,637,0.8,5956,5956,0
170273,15673,637,1.7,22720,12471,0
32419,32059,572,4.4,4538,4538,1
138910,19598,744,2.6,11599,5841,0
55202,6707,658,5.4,9048,9048,0
33162,76332,633,13.0,20540,2200,1
36668,15607,575,0.5,15019,3144,0
40449,11874,517,4.9,10774,7959,1
63228,28887,781,1.0,6713,763,0
67084,16310,705,2.1,2706,2706,0
34745,18387,488,0.1,11766,6458,1
48310,98100,726,0.6,14348,5641,1
177258,10720,742,1.5,3287,1133,0
138209,10361,662,1.7,4173,1544,0
63691,14666,810,9.2,11809,3433,0
50151,31483,672,5.4,12549,10165,0
52681,4003,508,14.3,4947,758,0
70835,2773,687,3.7,6622,6622,0
26538,8352,674,1.1,2737,2737,0
42006,3615,590,1.6,25954,4020,0
18013,9510,707,1.5,3984,3984,0
62289,19970,483,1.6,14466,6263,1
72281,6551,749,4.5,9658,2588,0
36684,4266,562,3.0,24409,8625,0
126045,14122,552,1.9,5684,609,0
23495,26636,639,0.6,10331,3277,0
20361,3443,693,0.1,3014,3014,0
56088,25750,666,1.0,2548,2548,0
91882,25690,576,0.5,15024,949,0
134640,28660,599,6.2,2837,2837,0
37223,35411,537,0.5,8436,1598,1
93640,77778,628,5.2,20089,4625,0
47901,10048,758,1.9,16692,5641,0
44198,14584,650,0.3,6215,5003,0
83299,9574,736,6.7,3255,3255,0
72504,13381,796,3.5,14138,4685,0
19037,45538,591,1.1,25326,7221,1
118886,4555,631,9.0,6226,4674,0
112202,6709,850,0.2,5640,5640,0
33680,40205,794,0.9,6854,6854,0
62161,30213,483,5.6,14767,5562,1
65935,9992,689,4.9,23388,9933,0
57320,26463,650,1.4,4156,4156,0
35236,17553,733,0.3,3468,3468,0
32762,44366,576,7.8,50919,3475,1
48275,14180,566,1.5,8742,8742,1
99075,30349,582,0.9,11814,6148,0
67925,110593,593,2.9,6098,6098,1
39247,21558,732,9.6,13946,8199,0
77887,13897,532,0.2,19381,6299,0
8874,23812,588,5.8,12208,7263,1
97661,9974,471,3.4,33477,6184,1
17260,90253,751,2.2,7874,6405,1
39440,15430,777,5.5,8234,4260,0
25039,10739,617,13.5,11637,3918,0
22543,6846,620,1.0,13704,13704,0
98370,32137,695,0.6,11609,7554,0
37026,26736,797,9.8,4028,2934,0
60349,8974,691,4.4,12317,3829,0
47660,21187,580,2.3,7617,7617,1
65266,3996,488,3.4,6590,2534,0
51333,15490,538,5.5,10125,1295,0
22702,19191,657,5.9,5049,1384,0
89122,52358,584,10.1,4470,1037,0
36452,7211,669,2.2,1586,1527,0
19265,4805,595,1.4,33626,1698,0
37916,6527,544,4.1,14603,14603,1
120627,4586,532,2.1,9120,4715,0
81645,38922,806,3.6,6204,3544,0
39768,46116,739,2.2,1322,1322,0
39753,17260,823,0.7,5943,4321,0
40418,35491,704,2.5,16336,1029,0
170425,14871,607,4.7,19140,3525,0
61646,12381,782,6.4,15516,15516,0
63451,10235,647,2.7,11058,8932,0
90960,10422,672,0.7,24654,4069,0
56572,3873,646,2.1,7864,7864,0
41964,16505,355,6.2,21155,3074,1
43573,12936,810,2.1,7561,2391,0
46959,24253,699,4.8,5341,5341,0
47938,14398,683,2.8,4895,1758,0
75855,11729,644,1.1,4698,3573,0
50573,6654,666,6.4,15699,6473,0
76083,14154,590,0.4,5885,2116,0
46703,24115,712,3.0,4802,4802,0
51389,5353,519,0.9,16311,3730,0
14781,14328,669,0.3,12451,8933,0
84948,16098,706,2.8,19415,8328,0
60349,7522,630,2.8,14169,3949,0
89215,8347,687,4.9,5842,5842,0
8624,16066,551,5.5,10439,2701,1
171618,5395,553,5.2,10803,10803,0
45082,17676,674,2.1,5201,5201,0
95312,6527,718,4.0,4568,4568,0
26267,31266,463,3.4,6146,5748,1
70804,86705,702,2.2,41176,2417,0
26055,6710,596,3.6,7414,7414,0
33716,20483,631,11.8,23459,3636,0
154573,7470,516,0.9,7129,2363,0
43721,30723,565,9.4,18438,4143,0
55852,4855,747,0.2,18615,2031,0
82623,19623,653,1.5,19280,7891,0
66000,6645,612,1.4,12984,2849,0
53651,11321,638,3.9,25956,3794,0
61021,5856,699,0.6,12898,11743,0
207326,25794,694,8.6,32842,8616,0
47355,6839,642,7.1,3185,3185,0
55307,20776,759,4.2,12630,5732,0
92078,10145,747,2.5,12068,4969,0
95160,12191,691,10.8,5138,3334,0
99929,15036,655,7.1,14849,4904,0
71915,7263,716,2.8,3488,3488,0
24691,15808,681,4.8,6261,4387,0
130621,45445,756,3.3,2442,2442,0
24642,7169,740,3.5,29467,2315,0
58781,34113,548,1.6,8416,2854,1
31177,44288,541,2.5,45108,2538,1
47170,6954,580,0.3,17362,2955,0
59710,4171,748,1.8,13544,13544,0
59445,17010,492,4.8,6566,6566,1
63143,8622,689,12.2,4758,1865,0
129085,59569,686,13.2,14272,7286,0
64352,13737,766,3.2,9414,3458,0
42341,7032,668,3.7,3876,2659,0
87418,5336,516,0.8,3423,1291,0
100076,31950,554,4.8,5059,5059,1
23469,8460,532,0.3,35407,1440,0
70153,13836,596,1.3,46597,4690,0
74660,28700,632,4.4,11424,2097,0
41006,9069,533,1.5,10985,9880,1
111907,12878,797,0.2,7821,3638,0
44800,13184,517,7.1,5145,4355,1
52857,23079,785,1.5,25916,4489,0
44186,21431,769,0.3,36736,6453,0
49481,11203,740,0.3,5295,4973,0
25393,14058,581,1.2,9340,4727,0
20660,9923,684,0.8,7223,3082,0
127606,4097,522,6.0,7375,1191,0
29490,16417,741,1.6,22700,1796,0
27042,60703,643,6.5,3951,3951,1
13467,6588,609,0.8,13719,3732,0
33410,7198,528,2.7,16478,2704,0
22162,6657,402,4.7,8960,1387,1
131296,23853,546,4.2,18493,1046,0
89849,19126,761,3.7,10975,2610,0
32439,11768,610,10.4,23202,10930,0
189371,6410,633,1.0,3410,2977,0
88350,14384,716,2.7,7753,7048,0
40340,3821,831,8.6,9412,2856,0
10942,14984,783,0.3,1525,1525,0
193797,26828,553,0.2,4628,3581,0
21296,4910,456,1.1,5600,1622,1
18265,3921,850,4.0,19221,3858,0
90540,47266,850,1.2,6034,6034,0
211896,8189,669,0.8,5582,5582,0
112484,33149,523,2.5,17540,7615,1
68758,11811,746,3.8,3189,3189,0
70042,11736,639,1.1,2322,2322,0
81801,18972,639,1.4,7684,6537,0
77293,6587,739,3.8,3593,3593,0
58030,14854,683,11.7,3689,3689,0
52183,9846,531,4.5,14786,5928,0
47214,4645,618,6.1,18273,3698,0
31183,17501,716,1.8,17192,1676,0
41423,10822,701,1.3,21507,3248,0
17752,11783,676,2.4,23595,10093,0
46212,5074,743,6.6,2231,2231,0
27088,47721,614,2.4,13566,6440,1
25282,26940,668,7.5,6831,3810,0
54608,28892,312,18.0,5865,1894,1
113007,10463,605,0.3,14651,3965,0
85050,3350,726,0.2,2948,1958,0
19105,63725,611,0.6,2905,1849,1
27071,12722,603,1.9,15421,14546,0
86203,7339,546,0.6,13925,3367,0
27187,18647,750,8.2,10891,2522,0
42840,33986,705,0.1,5346,5346,0
68189,13116,733,1.5,16659,10234,0
27419,37155,477,0.8,15934,3518,1
52220,31774,634,10.7,10506,7222,0
22017,5647,622,4.4,4341,3975,0
34173,7793,622,9.7,7349,2635,0
59389,28740,588,14.3,17792,7534,0
18849,1525,615,2.7,25060,3671,0
63850,11854,735,1.1,7875,5260,0
48447,4253,459,0.9,8310,8310,1
68288,9125,828,1.0,8838,8838,0
56070,10519,698,4.9,11997,2996,0
111133,10031,646,0.2,6590,6590,0
52846,8589,741,0.2,1305,1305,0
37887,5554,505,3.7,22810,7371,0
52753,83577,584,4.1,34762,5618,1
67913,59514,638,4.4,6447,6447,1
50479,5273,787,1.9,4691,3760,0
50229,47368,645,6.6,8991,8991,1
32170,9705,695,3.1,8680,2184,0
32934,14814,591,0.4,19868,11783,0
21130,12700,699,6.4,10283,1942,0
140049,7881,818,12.2,5683,5683,0
23241,29351,750,0.2,3933,3933,0
32346,14775,642,2.0,18141,5164,0
31855,9125,718,2.7,15058,3147,0
83864,4705,708,0.6,20793,5580,0
41070,6536,701,8.1,5025,5025,0
103637,3594,761,1.3,35843,24611,0
32725,13491,760,6.1,2920,2241,0
57954,5129,637,4.4,16264,2980,0
29697,10803,714,3.6,2600,2600,0
177565,39978,612,0.9,5692,3903,0
24039,34872,558,1.0,29517,4492,1
59035,13019,623,0.2,17711,12879,0
71701,12461,642,1.1,6752,388,0
62836,60108,484,1.7,6883,2869,1
43863,20264,736,7.2,10619,1024,0
45347,10278,373,1.8,14184,1675,1
50326,4269,850,5.6,23768,23768,0
44882,18308,800,2.3,7191,7191,0
87407,25938,624,6.1,3203,3203,0
184668,8060,651,15.0,11047,4571,0
35084,16864,680,1.1,7185,7185,0
21550,9988,591,7.9,3982,1002,0
46492,11531,669,3.9,12190,12190,0
230458,1826,636,6.8,8526,2350,0
30266,11188,641,4.2,12266,3047,0
131068,29013,668,2.2,5292,5292,0
134137,8062,519,1.0,13915,6534,0
35166,13933,654,0.3,3936,3936,0
68967,7297,666,3.1,5545,1441,0
130227,17825,663,18.6,8350,5377,0
39047,11235,628,5.4,33499,11667,0
43384,6302,764,1.6,17144,3043,0
34579,38795,615,7.0,21037,16050,1
26666,28089,673,5.9,26688,2241,0
33204,8234,780,1.3,123252,4944,0
23521,19895,642,0.1,10189,10189,1
50034,20536,671,0.5,26750,2662,0
30885,22333,640,8.4,20107,12690,0
56403,3445,774,7.2,19875,19875,0
19273,29890,624,1.4,34268,5733,1
59786,8470,778,1.3,7380,3059,0
80831,10034,640,6.3,6981,2452,0
14820,110228,564,11.1,12380,12380,1
61355,17009,718,6.0,8709,8709,0
102396,9808,620,3.7,12369,12369,0
23723,2289,712,1.1,29553,4772,0
133725,40612,377,3.0,7082,7082,1
63033,4554,651,1.1,7996,4703,0
32112,5986,604,6.6,11182,2220,0
47408,10249,544,2.0,8435,8435,1
68528,41487,595,7.2,2592,2592,1
51308,24800,593,1.9,6594,1961,0
67728,11775,645,7.0,16013,1929,0
28215,17097,513,1.6,27073,5095,1
54264,8264,682,2.3,4411,4411,0
20989,14939,787,3.8,4396,1771,0
45856,14167,678,0.3,10109,6029,0
28500,28999,731,11.8,2315,2315,0
31530,28962,759,3.4,7248,7248,0
102915,19835,774,2.8,2936,2397,0
94352,9998,837,7.3,25805,9844,0
70649,24184,600,8.0,5776,4262,0
25454,12412,578,3.0,31476,2114,0
40544,5622,728,10.5,21579,5205,0
101505,9676,721,0.3,6295,859,0
53371,14294,728,0.5,4673,2971,0
197126,27672,839,3.6,8643,6659,0
62068,11535,651,1.7,9198,998,0
55008,5078,693,2.5,12611,486,0
40722,13980,552,1.6,5747,599,0
53110,14629,850,2.1,16689,16227,0
44735,15501,616,6.9,11917,4587,0
74972,27886,619,3.6,7799,3044,0
87031,30186,615,23.7,6012,6012,0
30589,8305,586,6.2,8696,3415,0
22054,8161,577,1.3,5587,5587,1
16290,5813,598,1.2,10310,5030,0
66489,23366,513,1.6,10507,3217,1
25285,42576,571,7.4,11887,6404,1
13471,10383,845,0.1,34077,9857,0
61892,11013,724,1.0,9021,4161,0
218775,43193,743,9.4,19995,3247,0
48843,20019,768,4.1,11623,3611,0
81072,18939,833,1.0,8377,621,0
51488,5153,473,1.0,9105,6341,1
46197,22994,527,7.9,9498,1655,0
85088,6353,570,9.0,12038,8662,0
41185,5393,603,1.2,5057,4531,0
57551,10123,620,2.2,3548,3548,0
59458,8361,605,7.2,15647,9231,0
32832,11189,672,5.9,18559,2135,0
88896,4218,654,6.7,16680,6852,0
44136,28769,578,2.9,11031,6253,1
31149,32930,432,9.7,16934,4162,1
67637,2813,551,1.6,16308,2132,0
28593,29225,595,0.7,17177,8398,1
49857,6985,625,4.9,5423,5423,0
48753,26518,537,3.1,4592,4592,1
94046,12648,601,7.7,7540,1876,0
65174,13671,537,0.3,9777,3057,0
48290,11521,637,7.4,8355,4655,0
80070,35232,543,1.4,2661,2661,1
112885,4956,565,4.3,33030,1182,0
68507,21726,519,0.2,8170,2959,1
49326,32243,635,3.8,11169,3421,0
22312,23696,563,5.1,23652,4560,1
25872,85799,741,1.8,1917,1524,1
40817,8750,691,1.0,6918,4041,0
34006,28734,643,3.1,7548,3717,0
43819,12273,570,7.2,7821,1932,0
50716,35837,688,1.6,8765,4420,0
67361,13278,719,1.2,27255,3020,0
46991,9796,664,1.3,15858,7677,0
65637,37982,810,11.9,19353,2215,0
50954,9016,696,1.8,10229,5329,0
14984,4315,741,0.0,3716,2374,0
27900,8835,663,6.1,2308,2308,0
44961,21922,718,4.8,3393,3393,0
23723,40686,570,0.6,12732,6071,1
70260,14602,604,16.8,10120,3377,0
122817,38352,685,3.7,8543,3857,0
101850,4507,684,2.8,7646,1328,0
43128,9371,701,1.9,40466,17370,0
119903,10606,760,9.2,5563,5563,0
53594,12190,508,1.1,18948,8833,1
40045,14289,553,1.3,9910,1170,0
33927,23219,673,0.5,9484,2876,0
40885,9360,578,5.7,22554,3637,0
38836,14931,850,3.6,27550,864,0
54298,12886,702,3.8,8369,8369,0
53979,6370,642,1.0,17317,17317,0
49110,12198,598,4.2,12768,12768,0
63714,11909,602,5.8,9949,1917,0
100146,11707,653,1.8,11418,5462,0
86659,13704,661,6.5,6114,6114,0
20112,14193,604,1.7,7988,3912,0
10590,9454,623,5.7,6592,2950,0
85870,36981,784,0.1,18601,917,0
21588,5242,788,3.2,9259,9259,0
42836,7504,675,14.0,3990,3990,0
24293,123497,516,15.9,5965,2549,1
16627,5823,704,1.3,1054,1054,0
67838,4523,805,2.3,7001,5640,0
77303,24043,787,0.3,10161,5718,0
34686,2536,723,8.3,8998,4042,0
10357,11068,792,3.4,39581,21165,0
35322,74359,655,1.9,14801,4358,1
62012,3882,713,0.5,14347,14347,0
20184,2736,582,11.7,3133,3133,0
54722,4027,679,3.0,7668,6742,0
48573,27411,783,1.3,7040,4438,0
69395,32854,591,1.7,5709,5709,1
52667,8866,564,1.3,5654,5441,0
27341,23076,660,3.7,2791,2124,0
100503,40628,627,10.6,4052,2061,0
44573,55819,715,7.8,18249,7188,0
48224,10970,605,2.5,8955,2172,0
28002,2119,822,7.0,6943,4647,0
37573,6928,521,2.2,9860,9860,1
28828,9495,775,1.2,22408,6461,0
44189,10860,574,16.4,9926,2566,0
136903,11496,470,1.4,14447,14447,1
21523,32700,674,1.6,5472,5472,1
18618,37032,625,18.3,6419,6419,1
118504,11645,539,0.6,12680,639,0
43235,32170,482,5.7,37230,6619,1
32812,17785,649,11.0,26926,10488,0
91486,14067,748,2.9,14883,14883,0
34086,27591,708,0.0,11004,1316,0
146621,14155,656,1.9,26390,14552,0
73626,69303,698,0.5,17262,17262,0
36580,4227,647,2.2,1987,800,0
178865,8847,507,6.2,4733,4733,1
34084,12074,508,2.3,12540,8569,1
76516,18988,630,2.3,2833,2833,0
58664,36841,634,3.3,5280,3162,0
107049,13101,735,3.5,6064,6064,0
125105,4282,726,7.8,8272,2826,0
49971,26213,711,1.5,8093,4042,0
31193,24440,622,6.9,8084,8084,1
64601,2826,512,3.3,17636,17636,1
32643,13319,691,1.4,8220,7976,0
164067,3744,703,1.4,7561,5542,0
53206,7850,411,1.8,3849,3088,1
39372,6488,567,3.9,20273,1979,0
54765,25525,581,1.0,6185,6185,1
21845,14669,662,10.1,4624,4281,0
